business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
b207RNqIAhTd4JsRsnXB1Q,"""Los Dos Molinos""",,"""1044 E Camelback""",Phoenix,AZ,85014,33.509677,-112.058811,3.5,246,1,Restaurants;Mexican
b2E_ahQNhMBu7soQIG2Gow,"""The Local""",,"""1011 N 3rd St""",Phoenix,AZ,85004,33.459054,-112.068953,4,61,0,American (New);Restaurants;Bars;Nightlife;Cocktail Bars
b5AmERAalTaMzpcwMdu4uQ,"""Madelyn's""",,"""39504 N Daisy Mountain Dr""",Anthem,AZ,85086,33.8431953,-112.1347619,3.5,4,0,Bars;Restaurants;Nightlife;Wine Bars;American (New)
b5bkY8fj3Q8LL2jdMFDUBg,"""Bikini Beans Espresso""",,"""2330 N 7th St""",Phoenix,AZ,85006,33.474409,-112.065492,4.5,95,1,Coffee & Tea;Restaurants;Food;Cafes
B5dmB_laS8b5FVWaO9jQ6w,"""Sergio El Pollo Feliz""",,"""6241 S 7th St""",Phoenix,AZ,85042,33.389154,-112.064148,4,7,1,Restaurants;American (Traditional)
b5epWgPoVcXoMJdCCzFMUw,"""Cafe Zupas""",,"""1935 E Camelback Rd""",Phoenix,AZ,85016,33.508736,-112.041489,3.5,309,1,Restaurants;Sandwiches;Soup;American (New);Salad
b5kC2XepQ1-6qCDpvtoxxA,"""Taco Bell""",,"""4035 N 7th Ave""",Phoenix,AZ,85013,33.4944,-112.0832,1.5,30,1,Restaurants;Fast Food;Mexican;Tex-Mex
b5OTjiOjEg_UkmObTVnf2A,"""Schlotzsky's""",,"""4445 East Thomas Rd""",Phoenix,AZ,85018,33.4797954,-111.9854703,3,37,1,Delis;Sandwiches;Restaurants
B7G_2Hx8Rx8l6oQ6K3n5Uw,"""Sauce Pizza and Wine""",,"""742 E Glendale Ave""",Phoenix,AZ,85020,33.53892511,-112.0643465,3.5,127,1,Wine Bars;Restaurants;Bars;Food;Pizza;Beer;Wine & Spirits;Gluten-Free;Italian;Nightlife
b83NNHvvWQk-DTTzs-3WLA,"""Which Wich""",,"""10810 N Tatum Blvd, Ste148""",Phoenix,AZ,85028,33.5845331,-111.9790564,3.5,56,1,Sandwiches;Italian;Restaurants;Seafood
B8y-FpC2lqNxd8xI7EJzlg,"""Bacchanal Ristorante""",,"""3015 E Thomas Rd""",Phoenix,AZ,85016,33.4797994,-112.0166115,4,29,0,Greek;Restaurants;Mediterranean
B943S8XGbuKWopCAoDxJZw,"""Subway""",,"""1945 W Dunlap Ave, Ste 7""",Phoenix,AZ,85021,33.5667425,-112.1025362,2.5,10,1,Sandwiches;Restaurants;Fast Food
B9E9X8mm_k2Ry-lHx9wEDw,"""Paradise Bakery""",,"""10625 N Tatum Blvd""",Phoenix,AZ,85028,33.5834251,-111.9768837,3,70,0,Restaurants;Food;Sandwiches;Delis;Cafes;Bakeries
b9kQOV8VK_ecGYVoIQiHrg,"""Macayo's""",,"""401 E Jefferson St""",Phoenix,AZ,85004,33.4453626,-112.0674961,3,5,1,Mexican;Restaurants
BA2tYMpTHR3i7X-6qtcWaw,"""Tea Light Cafe""",,"""7000 E Mayo Blvd, Ste 1084""",Phoenix,AZ,85054,33.65808983,-111.9329555,4,311,1,Vietnamese;Restaurants
BAbRAGFnht4BM0QG_OM1Og,"""Grandpa's Pizza""",,"""7333 W Thomas Rd""",Phoenix,AZ,85033,33.4792484,-112.2183881,3.5,31,1,Pizza;Restaurants
baIT89GubjGJV1mpn82Eeg,"""Liyuen""",,"""1602 S 7th Ave""",Phoenix,AZ,85007,33.432961,-112.082832,4,36,1,Restaurants;Chinese
BAJTueyZYX91qWtMzFI2cw,"""Aloha Poki Company""",,"""15425 S 48th St, Ste 116""",Phoenix,AZ,85044,33.30689559,-111.9800274,4.5,31,1,Hawaiian;Food;Poke;Restaurants
BaVtTt9pBoI8rrN35tsj_g,"""Olive Garden Italian Restaurant""",,"""2710 W North Ln""",Phoenix,AZ,85021,33.580273,-112.118875,3,116,1,Salad;Bars;Restaurants;Italian;Nightlife;Wine Bars
BB7Zk7p76N029MoOkO4FZQ,"""Peter Wong Chinese Restaurant""",,"""1534 W Camelback Rd""",Phoenix,AZ,85015,33.5095738,-112.0922595,3,13,0,Chinese;Restaurants
BbKzwc11qLEzX_euOmRn6A,"""Poke Bar""",,"""7000 E Mayo Blvd, Ste 1028""",Phoenix,AZ,85054,33.6576228,-111.9282722,4,6,1,Poke;Food;Restaurants;Sushi Bars
bBM6OguT_lLYSlq4NaMuzw,"""Papa Murphy's""",,"""3230 East Union Hills""",Phoenix,AZ,85050,33.6555665,-112.0119989,3.5,30,1,Pizza;Restaurants
bbMJNMWjd7n2ztcE79ZwfQ,"""The Blue Moon""",,"""2911 E Van Buren St""",Phoenix,AZ,85008,33.4508655,-112.0187997,1.5,3,1,Dance Clubs;Adult Entertainment;Nightlife;Restaurants
BBTkC1Z3ZnEE916SkCONIg,"""GreenMix""",,"""2160 E Baseline Rd, Ste 128""",Phoenix,AZ,85042,33.37928252,-112.0328928,4,161,1,Restaurants;American (New);Sandwiches;Salad
bBxctA7YVbZgpExmsVK7tg,"""The Mix Up Bar""",,"""5200 E Camelback Rd""",Phoenix,AZ,85018,33.5044082,-111.9691642,4.5,30,1,Cocktail Bars;Bars;Wine Bars;American (New);Nightlife;Restaurants
BC2ZUxbSmQV6LZMS2rhw-g,"""Paz Cantina Food Truck""",,"""""",Phoenix,AZ,85004,33.4528292,-112.0685027,5,5,1,Food;Mexican;Restaurants;Food Trucks
BCE_A21lEUEeEU9sKCjLmA,"""ProteinHouse Phoenix""",,"""3141 E. Indian School Rd, Ste 12""",Phoenix,AZ,85016,33.49373897,-112.0135938,3.5,23,1,Juice Bars & Smoothies;American (New);Restaurants;Food
bc-ODWDxA-CViK8Sho8-Og,"""Del Taco""",,"""15229 N 35th Ave""",Phoenix,AZ,85053,33.6232445,-112.1336723,2,10,1,Mexican;Restaurants
bCp4qpBzL_chlJtHbiVF5Q,"""Tortas El Manantial""",,"""5950 W McDowell Rd, Ste 101""",Phoenix,AZ,85035,33.46639291,-112.189078,3.5,16,1,Restaurants;Mexican
BcrTHaJULDlB1XuW4RIb_Q,"""Kyoto Bowl""",,"""2910 N 32nd St, Ste 160""",Phoenix,AZ,85018,33.4811285,-112.0132769,2,22,1,Restaurants;Japanese
-Bdw-5H5C4AYSMGnAvmnzw,"""Tuck Shop""",,"""2245 N 12th St""",Phoenix,AZ,85006,33.4728423,-112.0560979,4.5,531,1,Nightlife;Food;Breakfast & Brunch;Bars;Cocktail Bars;American (New);Tea Rooms;Restaurants
beqqBCKM_4aRPmRzCfk2xA,"""Hikari Uni Sushi""",,"""6544 W Thomas Rd, Ste 28""",Phoenix,AZ,85033,33.4811859,-112.2015053,3.5,26,0,Sushi Bars;Restaurants
bEv2oci0MMyb3RKwOiYYhw,"""Del Taco""",,"""4101 N 67th Ave""",Phoenix,AZ,85033,33.4951752,-112.202809,2.5,8,1,Mexican;Restaurants
bEZalv7kVGhiCd0WK4uFSw,"""La Salsita's Mexican Food""",,"""2345 E Van Buren St""",Phoenix,AZ,85006,33.451096,-112.030703,3.5,29,1,Restaurants;Mexican
bFdXX34Ql59hmeuApRBmLg,"""Burger King""",,"""620 E Carefree Hwy""",Phoenix,AZ,85085,33.7998129,-112.0663198,2,7,1,Burgers;Restaurants;Fast Food
bFFqpUl8Ix7CYPem9CxpFg,"""Sakura Sushi & Steakhouse""",,"""7000 E Mayo Blvd, Ste 1090""",Phoenix,AZ,85054,33.65684317,-111.9322761,2.5,81,0,Restaurants;Steakhouses;Japanese;Sushi Bars
bftuYnG58kywe6FSmqMrZw,"""Tilted Kilt Pub & Eatery""",,"""4731 E Cactus Rd""",Paradise Valley,AZ,85032,33.5981075,-111.9789241,3,115,0,American (Traditional);Sports Bars;Restaurants;Bars;Pubs;Chicken Wings;Nightlife
bFW8NsKCPjihVfzV53hLyQ,"""Jack in the Box""",,"""2520 W Glendale Ave""",Phoenix,AZ,85051,33.5389479,-112.1133695,2,12,1,Fast Food;Restaurants
BG_l5Fp-aBOAxudpl6wStQ,"""Jimmy John's""",,"""3317 E Bell Rd""",Phoenix,AZ,85032,33.6402791,-112.011286,2.5,56,1,Food;Delis;Food Delivery Services;Sandwiches;Restaurants
bgBCvYf7wM2HdbzLad897A,"""Sticklers""",,"""30 N 3rd Ave""",Phoenix,AZ,85003,33.4483893,-112.0779308,4,63,1,Restaurants;Salad;Sandwiches
B-gmkfNy3SEvAZSxXtWACg,"""McDonald's""",,"""3212 E Greenway Rd""",Phoenix,AZ,85032,33.6268623,-112.0127769,1.5,16,1,Restaurants;Burgers;Fast Food
BgthHqiXot2s4Sd_xcI6DQ,"""Pita Jungle""",,"""4340 E Indian School Rd""",Phoenix,AZ,85018,33.49573312,-111.9884419,4,346,1,Mediterranean;American (New);Greek;Restaurants;Vegetarian
bH3xVTnb_5w6k7ILK82Kaw,"""McDonalds""",,"""3501 W Bethany Home Rd""",Phoenix,AZ,85019,33.52368455,-112.1345697,1,7,1,Food;Burgers;Restaurants;Fast Food
BHAIidO5o16UpCNY3qTICw,"""Pizza Hut""",,"""1520 N 43rd Ave""",Phoenix,AZ,85009,33.4648863,-112.1523457,2,11,1,Chicken Wings;Italian;Pizza;Restaurants
bHqJQxPF-VL95tjAUYtK6w,"""Streets of New York""",,"""7810 N 12th St""",Phoenix,AZ,85020,33.5511935,-112.0569907,3,52,1,Restaurants;Italian;Sandwiches;Pizza
bI4emjU96ZvGQRTwxItd2w,"""Tom Yum Downtown""",,"""110 N Central Ave""",Phoenix,AZ,85004,33.449568,-112.0740163,3.5,105,1,Vietnamese;Specialty Food;Restaurants;Ethnic Food;Chinese;Thai;Imported Food;Food
biepWr2CGkkit6zNFt2Dpw,"""Torta Rica""",,"""2755 N 91st Ave, Ste 100""",Phoenix,AZ,85037,33.4780159,-112.254559,4,5,0,Restaurants;Mexican
biPAbciX6zfsfmTDozFrIA,"""Al Aruba""",,"""2935 E McDowell Rd""",Phoenix,AZ,85008,33.465461,-112.017768,3,6,1,Ethiopian;African;Restaurants
bIqpLN-_q1XSKdgbi5GKRw,"""Sonic Drive-In""",,"""9606 N 19th Ave""",Phoenix,AZ,85021,33.5732358,-112.1001069,2.5,13,1,Restaurants;Burgers;Fast Food
bj3z_mBR3bYDE3VwCegusA,"""Bantu Bistro""",,"""4447 N 7th Ave""",Phoenix,AZ,85013,33.5019615,-112.0823146,2.5,16,0,Restaurants;African
bj6Km1RvgD6oyppCe5yDog,"""New Hong Kong""",,"""2328 E Indian School Rd""",Phoenix,AZ,85016,33.4949655,-112.0310218,3.5,56,1,Chinese;Restaurants;Buffets
bJeVUZ8vCVLGYGIaVbY4Xw,"""McDonald's""",,"""10230 N 32nd St""",Phoenix,AZ,85028,33.58000947,-112.0133918,1.5,47,1,Burgers;Restaurants;Fast Food
BJRh7_SnU9zK9YzyO6FlHQ,"""Astor House""",,"""2243 N 12th St""",Phoenix,AZ,85006,33.472824,-112.056064,4,97,0,Restaurants;Nightlife;Bars;American (New);Breakfast & Brunch;Barbeque
bjrPt4DN1r4HpiR0Y8ofvg,"""Black Cat Coffee House""",,"""4730 E Indian School Rd, Ste 120""",Phoenix,AZ,85018,33.49531715,-111.9798269,4,159,1,Internet Cafes;Cafes;Breakfast & Brunch;Restaurants;Coffee & Tea;Sandwiches;Food
bjvjXLLAUIIvUrMb6aU3EQ,"""Smoothie King""",,"""2833 N Central Ave""",Phoenix,AZ,85004,33.4794705,-112.0732428,3.5,15,1,Juice Bars & Smoothies;Food;Restaurants;Specialty Food;Health Markets;Cafes
bJy-0_F6V7ZX4lz1yU1k8g,"""Yogis Grill""",,"""1 E Washington St, Ste 175""",Phoenix,AZ,85004,33.44782339,-112.0726832,3.5,29,1,Restaurants;Japanese
BK3CTGXxDOSiDbVmNOCiQQ,"""Fresca's Mexican Grill""",,"""4250 W Anthem Way""",Phoenix,AZ,85086,33.8738718,-112.1502292,2,15,1,Fast Food;Mexican;Restaurants
bKHz5eT6s08VFAOmjf5oDQ,"""Hooters""",,"""2834 W Bell Rd""",Phoenix,AZ,85023,33.6399809,-112.1205665,3,11,0,Bars;Nightlife;Restaurants;Chicken Wings;Sports Bars;American (Traditional)
Bkkwt8E9MHvgCHn4lUFtow,"""Roy's Restaurant""",,"""5350 E Marriott Dr""",Phoenix,AZ,85054,33.6834609,-111.965779,3.5,295,1,Asian Fusion;Seafood;Sushi Bars;Hawaiian;Steakhouses;Restaurants
bkZVphD4miecxL2PalLi8w,"""Hana Sushi""",,"""602 W Union Hills Dr""",Phoenix,AZ,85027,33.6551102,-112.081677,4,99,1,Sushi Bars;Japanese;Restaurants
blGpsdNSyzIjfzLYILuZmQ,"""Blaze Fast-Fire'd Pizza""",,"""5120 N Central Ave""",Phoenix,AZ,85012,33.511946,-112.074146,3,69,1,Fast Food;Pizza;Restaurants;Salad
BlJsO_Ilm5KzPW8XJdjc8Q,"""Marie Callender's""",,"""2420 W Northern Ave""",Phoenix,AZ,85021,33.5533145,-112.1107845,3.5,3,0,Restaurants;Bakeries;Food;American (Traditional)
bLRjPq9-pAdXirAWWTuZzg,"""Taberna de Tequilla""",,"""Phoenix Sky Harbor Airport""",Phoenix,AZ,85034,33.43667411,-112.0089429,2,148,1,Restaurants;Mexican
bltn4FTcuRJY5IfiIIDINw,"""Subway""",,"""4617 E Bell Rd""",Phoenix,AZ,85032,33.6385969,-111.9815048,1.5,3,1,Sandwiches;Fast Food;Restaurants
BmAhw0dGq0K1-TyIqM8SFg,"""Samarkand Restaurant""",,"""7823 N 19th Ave""",Phoenix,AZ,85021,33.55219772,-112.0992559,3,22,1,Kosher;Restaurants;Russian;Uzbek
bmE5Yv3q5TF0wx6SmWgIUg,"""La Vigne""",,"""4921 E Ray Rd""",Phoenix,AZ,85044,33.3197199,-111.9766885,3.5,5,0,French;Bars;Wine Bars;Restaurants;Nightlife
Bm-xgK5r4pCGcC1xZCvixg,"""Omaha Steakhouse""",,"""2630 E Camelback Rd""",Phoenix,AZ,85016,33.5109749,-112.0249026,3.5,44,1,Steakhouses;Restaurants
BNLFEPZTyhNObVzXsTT0iw,"""Papa John's Pizza""",,"""4302 E Ray Rd, Ste 113""",Phoenix,AZ,85044,33.3206301,-111.9915878,3,15,1,Pizza;Restaurants
bNn-D4ANDAjArEz1-QaSbw,"""Le Peep Restaurant On Central""",,"""3838 N Central Ave Ste P6""",Phoenix,AZ,85012,33.4915301,-112.0755533,3.5,3,0,Restaurants;Breakfast & Brunch
BNzcfz3jmBo_1wUB5YIsXg,"""Filiberto's Mexican Food""",,"""2010 E. Thunderbird Rd""",Phoenix,AZ,85022,33.5973066,-112.0387877,3,23,1,Mexican;Restaurants
bo05yEhBVDA6YFOST_Gqlg,"""Machete Azteca""",,"""3549 W Thunderbird Rd""",Phoenix,AZ,85029,33.61038718,-112.1353181,3.5,12,1,Restaurants;Mexican
BOD0yRkakyxXzJmbVVAxSA,"""Camp Social""",,"""6107 7th St""",Phoenix,AZ,85014,33.5258635,-112.064451,3.5,248,1,Restaurants;American (Traditional);Nightlife;Bars
BOMFEp6rhfREWwia0AhVdg,"""Community Cuisine""",,"""2245 E Washington St""",Phoenix,AZ,85034,33.4479309,-112.032607,5,9,1,Vegetarian;Restaurants;Food;Vegan
BOoEeUitM6gn9t_t8TY3Aw,"""Breakroom Bar & Grill""",,"""4729 E McDowell Rd""",Phoenix,AZ,85008,33.4652476,-111.9792589,4,72,1,Karaoke;American (Traditional);Dive Bars;Pool Halls;Nightlife;Gastropubs;Sports Bars;Restaurants;Bars;Breakfast & Brunch
BOSRH5BwLs97xgtfgu4Plg,"""La Canasta""",,"""10851 N 25th Ave, Ste 110""",Phoenix,AZ,85029,33.58492593,-112.1148261,2,7,0,Food;Restaurants;Mexican
bP2TCP9CFqIdM0fCsqxHow,"""Jack In the Box""",,"""6120 S 35th Ave""",Phoenix,AZ,85041,33.3910257,-112.134182,3,4,1,Fast Food;Restaurants
BpugveMre-_-CnNdo7UeUA,"""Eat This!""",,"""3502 W Cactus Rd""",Phoenix,AZ,85029,33.5966748,-112.1344575,3.5,14,1,Delis;Fast Food;Restaurants
Bq0LXZcOrZdkeM4kCy31lw,"""Olive Branch Market""",,"""3581 W Northern Ave""",Phoenix,AZ,85051,33.55199684,-112.1365261,2.5,3,1,Mediterranean;Meat Shops;Food;Specialty Food;Grocery;Restaurants
BQHbrLQVB6l1GqX93JIQ2w,"""Panera Bread""",,"""1125 E Glendale Ave""",Phoenix,AZ,85020,33.53788481,-112.0574565,2.5,97,1,Food;Sandwiches;Restaurants;Bakeries;Salad;Coffee & Tea;Soup
Br2gGP58FkogY04rhdcDHQ,"""Hammered Hog BBQ Hall & Saloon""",,"""3230 E Thunderbird Rd""",Phoenix,AZ,85032,33.6120096,-112.0124834,3,58,0,Restaurants;Barbeque
bRj5r9xr56CvwL7-RmB2dw,"""Panda Express""",,"""5229 W Indian School Rd""",Phoenix,AZ,85031,33.4945154,-112.172284,2,24,1,Restaurants;Chinese;Fast Food
bROfsCS_9L7PaDn84scvhA,"""Fox Sports Grill""",,"""3400 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.4354656,-112.0071714,2,25,1,Restaurants;American (Traditional)
bRs0ejlkGV3K4b-PaBROuQ,"""Star Ginger""",,"""5040 W Wild Horse Pass""",Chandler,AZ,85048,33.2816398,-111.9729284,3,17,1,Vietnamese;Salad;Asian Fusion;Restaurants
bs07-hLuz0dq06gIUwR5mw,"""1130 The Restaurant""",,"""455 N 3rd St, Ste 1130""",Phoenix,AZ,85004,33.45287219,-112.0685496,3.5,204,1,American (Traditional);Steakhouses;American (New);Restaurants
Bs8AvNO3xWoURWpqiGd_4w,"""Romano's Macaroni Grill""",,"""2949 W Agua Fria Fwy""",Phoenix,AZ,85027,33.6676414,-112.1222972,2.5,137,1,Italian;Restaurants
bSbAq9ylam6RInhbm2aZKA,"""Raising Cane's""",,"""4506 E Cactus Rd""",Phoenix,AZ,85032,33.6002263,-111.9864303,4,80,1,Restaurants;Chicken Wings;Fast Food;American (Traditional);Chicken Shop
bT8rUptbdDGVwdTIMYz8Ow,"""TGI Friday's""",,"""11025 N Black Canyon Hwy""",Phoenix,AZ,85029,33.586891,-112.11578,1,3,0,American (New);Restaurants;American (Traditional)
BU67sB_pedm_QsNhISvYIQ,"""Super Pizza Bros.""",,"""7804 N 27th Ave""",Phoenix,AZ,85051,33.5513424,-112.1169946,4,16,0,Pizza;Restaurants
BUcyHikUyo4U12-3RvDKlg,"""Paradise Bakery and Cafe""",,"""375 E Bell Rd""",Phoenix,AZ,85022,33.6400537,-112.0679945,2.5,91,0,Restaurants;Food;Breakfast & Brunch;Bakeries
Buoax_u7glzilOwKEwGlAQ,"""Mighty Mikes""",,"""2720 W Bethany Home Rd""",Phoenix,AZ,85017,33.524313,-112.11785,1,3,0,Fast Food;Restaurants
bVl0_l6sCwjADKRLGxsXAw,"""Arby's""",,"""17031 N Tatum Blvd""",Phoenix,AZ,85032,33.641684,-111.977,2.5,15,1,Fast Food;Restaurants;American (New);Sandwiches
bVnghr_J0iXtAowceuAdlg,"""Ruby Tuesday""",,"""4550 E Cactus Rd""",Phoenix,AZ,85032,33.6021872,-111.9836094,4,5,0,American (Traditional);Restaurants
bVqNtwcwIz2gAacHWYF2lw,"""Moon Valley Cafe""",,"""502 E Thunderbird Rd""",Phoenix,AZ,85022,33.6080946,-112.0663073,3.5,126,1,Breakfast & Brunch;Cafes;Restaurants;American (Traditional)
BvrG8XMpTtlJYWhOCbnpaQ,"""Mu Shu Asian Grill""",,"""1502 W Thomas Rd""",Phoenix,AZ,85015,33.480771,-112.09158,4,156,1,Vegan;Chinese;Restaurants;American (Traditional);Asian Fusion
BvTU8s3v-qfTtsSKV6Y16A,"""Corbin Bar & Grill""",,"""8729 N Central Ave""",Phoenix,AZ,85020,33.5637599,-112.0734903,3.5,146,0,Food;Restaurants;Bars;Nightlife;American (Traditional);Beer;Wine & Spirits
bVv7r8emubqxWAnAk3abGw,"""Stacy's Smokehouse""",,"""1650 E Indian School Rd""",Phoenix,AZ,85016,33.494997,-112.045639,3.5,125,0,Barbeque;Restaurants
BVYvfJiVcQTl9B311z518w,"""Peter Piper Pizza""",,"""3403 N 7th Ave""",Phoenix,AZ,85013,33.4884218,-112.0823702,3.5,27,1,Chicken Wings;Buffets;Restaurants;Pizza
bW_HM_al-wWkfIqPzERuAA,"""Chompie's""",,"""3202 E Greenway Rd, Ste 1281""",Phoenix,AZ,85032,33.6272318,-112.0121147,4.5,3,0,Delis;Food;Restaurants;Bagels
bWjAFePgWj4op9VwUtKU6w,"""Little King of Kings""",,"""1750 W Van Buren St""",Phoenix,AZ,85007,33.45143409,-112.0976658,3.5,3,1,Chinese;Restaurants;Sushi Bars;Salad
bWq5fLpzPAf_97E4_LuXJA,"""Carolina's Mexican Food""",,"""1122 E Buckeye Rd, Ste A5""",Phoenix,AZ,85034,33.4371541,-112.0576624,4,8,1,Restaurants;Mexican
BWS7gSVFPTbQw_FQXzO4og,"""Jack in the Box""",,"""6351 N 7th St""",Phoenix,AZ,85014,33.5306963,-112.064714,2,15,1,Burgers;Restaurants;Fast Food
BWVMaAZS6DMVk_wU9jVc7w,"""Dairy Queen""",,"""761 E Union Hls Dr""",Phoenix,AZ,85024,33.6545061,-112.0632721,2.5,24,1,Food;Restaurants;Ice Cream & Frozen Yogurt;Fast Food
bX0xK2LM1Yz1Gbv0BGlIPA,"""Louisiana Fried Chicken""",,"""2070 E Baseline Rd, Ste 110""",Phoenix,AZ,85042,33.3778998,-112.0365448,4,31,0,Southern;Fast Food;Restaurants
bxgrZLHU3R3dhDM32VXuGw,"""Asian Seafood Buffet""",,"""668 N 44th St, Ste 101""",Phoenix,AZ,85008,33.4552907,-111.9878697,2.5,7,0,Chinese;Restaurants;Seafood
bxLmrsMdjAyz8QEqWml1CA,"""Corazon Mexican Cocina""",,"""4310 E Mcdwell Rd""",Phoenix,AZ,85008,33.4657067,-111.9893425,4,8,0,Restaurants;Mexican
bxPa15MkcQ8A1JtN0_dOIQ,"""Jordan's Mexican Food""",,"""2633 N Central Ave""",Phoenix,AZ,85004,33.477594,-112.072914,2,4,0,Restaurants;Mexican
BxwUDCVbBH0supUQ1wNslw,"""Bistro 24""",,"""The Ritz-Carlton, 2401 E Camelback Rd""",Phoenix,AZ,85016,33.508711,-112.02943,4,40,0,American (New);Restaurants
-BxWyEIQ6wypT-37MzZizQ,"""Carly's Bistro""",,"""128 E Roosevelt St""",Phoenix,AZ,85004,33.4588267,-112.0715434,4,367,1,Music Venues;Cafes;Restaurants;Arts & Entertainment;Desserts;Lounges;Nightlife;Sandwiches;Breakfast & Brunch;American (New);Food;Bars
byWNAuUrvmGTLkbJpXe4iA,"""Bobby Q - Biltmore""",,"""3154 E Camelback Rd""",Phoenix,AZ,85016,33.510151,-112.0137937,4.5,47,1,Bars;American (Traditional);Cocktail Bars;Restaurants;Steakhouses;Barbeque;Nightlife
bZaVMkkaXFc0xpnOkacWsg,"""Gino's Pizza""",,"""6420 S Central Ave""",Phoenix,AZ,85042,33.3878505,-112.0735848,3,25,1,Pizza;Restaurants
BzChPcJYsg1guEhyDMgVxg,"""Osaka Japan""",,"""4568 E Cactus Rd""",Phoenix,AZ,85032,33.60266364,-111.9836109,3.5,10,0,Restaurants;Japanese
BzgeGVOPetKDcgv9FCbpkw,"""Panda Express""",,"""4025 E Chandler Blvd""",Phoenix,AZ,85048,33.3044612,-111.9945753,2.5,24,1,Fast Food;Chinese;Restaurants
BZhmsHFyyj_mKkBdPvIgAw,"""Port of Subs""",,"""4645 E Broadway, Ste 101""",Phoenix,AZ,85040,33.4069946,-111.98087,3.5,20,1,Sandwiches;Restaurants;Delis
bZj4UqBD4chWAvytPKGALA,"""Athenian Express""",,"""814 N Central Ave""",Phoenix,AZ,85004,33.4575099,-112.0741235,3.5,71,0,Mediterranean;Restaurants;Sandwiches;Greek
BzSUN-lL1SBsE0bKnk2ldg,"""Tony's Bagel, Pizza & Deli""",,"""2340 W Bell Rd""",Phoenix,AZ,85023,33.6403418,-112.1106724,5,3,0,Delis;Pizza;Restaurants
BzZNKx6Des02RuAtT-uOPw,"""Fate 905""",,"""905 N 4th St""",Phoenix,AZ,85004,33.4579128,-112.0686777,3,85,0,Asian Fusion;Chinese;Restaurants
c_ZDTkfDlfzLm0a3osk1ow,"""Indian Paradise 2""",,"""2410 W Bell Rd""",Phoenix,AZ,85023,33.640376,-112.111654,3.5,23,0,Buffets;Indian;Restaurants
c0exbGNQvCDJZLorPeYY7Q,"""The Refuge Cafe""",,"""4727 N 7th Ave""",Phoenix,AZ,85013,33.5067002,-112.08211,4.5,173,1,Cafes;Bars;Nightlife;Coffee & Tea;Restaurants;Food;Wine Bars
c0F2t2j9MJ2gUBUPky-dqw,"""Barrio Urbano""",,"""5632 N 7th St""",Phoenix,AZ,85014,33.519553,-112.0651591,3.5,178,0,Mexican;Restaurants
C0KQ0fyGfDvKhw1FBgh1fg,"""Barfly""",,"""3800 E Sky Harbor Blvd, Terminal 4""",Phoenix,AZ,85034,33.4356207,-112.0095457,4,49,0,Breakfast & Brunch;American (Traditional);Restaurants;Nightlife;Bars
C0v4jYVejTlkSyMDugXXnw,"""Deliciosoraspados""",,"""3012 N 16th St""",Phoenix,AZ,85016,33.48236009,-112.0478523,4,7,0,Ice Cream & Frozen Yogurt;Food;Restaurants
C14bjKs2rJhRDnKu7ZSSIg,"""Hibachi Grill & Supreme Buffet""",,"""620 W Osborn Rd""",Phoenix,AZ,85013,33.487608,-112.082516,2.5,19,0,Buffets;Restaurants
C1aGdueHoFXKcy-yaLoUWw,"""Pugzie's""",,"""4700 N 16th St""",Phoenix,AZ,85016,33.505884,-112.047907,3.5,32,0,Sandwiches;Restaurants
C2od1RCSQjTqxNyImReEBQ,"""Joe's Philly Steak & More""",,"""8018 N 19th Ave""",Phoenix,AZ,85021,33.5537292,-112.0997028,3.5,59,1,American (Traditional);Steakhouses;Restaurants;Sandwiches
C2OrJwFnulmIRYuqvzBKdg,"""Subway""",,"""13853 N 19th Ave""",Phoenix,AZ,85023,33.6123571,-112.0993862,3,4,1,Sandwiches;Restaurants;Fast Food
c2x8wXMI4HbqBElLQ-tPRw,"""Aunt Annie's Pretzels""",,"""4250 Athem Way, Ste F90, Outlet's at Anthem""",Phoenix,AZ,85086,33.8740033,-112.150162,3.5,4,1,Restaurants
c33m1IMz1N7S1-sqTbsqRA,"""Ray's Pizza""",,"""1855 W Deer Valley Rd""",Phoenix,AZ,85027,33.68326554,-112.0986573,3,9,1,Restaurants;Sandwiches;Italian;Pizza
C3gKBIsZKR3bp43BbOu8qA,"""Thai Rama""",,"""1221 W Camelback Rd""",Phoenix,AZ,85013,33.5092019,-112.0887536,4,228,1,Restaurants;Thai
C5bmtDRAtl5iMGmBCF5prw,"""May Garden Restaurant""",,"""5814 W Indian School Rd""",Phoenix,AZ,85031,33.4954125,-112.1852187,3.5,51,1,Chinese;Buffets;Restaurants
c79drEBxcX3LsiK6AFgGew,"""Castillon Family Mexican Restaurant""",,"""3510 E Bell Rd, Ste 3""",Phoenix,AZ,85032,33.64130106,-112.0066811,4.5,19,0,Mexican;Restaurants
c7JoAt6a3Ufkpn3TrGU23A,"""Santanas Mexican Food""",,"""1930 W Buckeye Rd""",Phoenix,AZ,85009,33.436984,-112.1012667,3,4,1,Restaurants;Mexican
caBiQN3OwW4P3hfUFm2vQw,"""Panda Express""",,"""903 E Bell Rd, Ste 101""",Phoenix,AZ,85022,33.6398856,-112.0608952,3,31,1,Fast Food;Chinese;Restaurants
